,Spoint,date
1021,391558,1510621200
1022,400833,1510624800
1023,418052,1510632000
1024,428068,1510635600
1025,442533,1510642800
1026,446878,1510646400
1027,453530,1510657200
1028,455414,1510664400
1029,456396,1510668000
1030,463751,1510675200
1031,470021,1510678800
1032,487485,1510686000
1033,496350,1510689600
1034,514470,1510700400
1035,523307,1510704000
1036,540149,1510707600
1037,546973,1510711200
1038,562581,1510718400
1039,570439,1510722000
1040,583399,1510729200
1041,587426,1510732800
1042,595446,1510747200
1043,603278,1510758000
1044,607985,1510768800
1045,622212,1510772400
1046,627575,1510776000
1047,643607,1510783200
1048,649114,1510786800
1049,674109,1510804800
1050,157453,1510815600
1051,180211,1510826400
1052,187585,1510833600
1053,68295,1510844400
1054,75649,1510848000
1055,94168,1510855200
1056,106953,1510858800
1057,139179,1510866000
1058,154780,1510869600
1059,184445,1510876800
1060,196520,1510880400
1061,219206,1510891200
1062,228774,1510894800
1063,250083,1510898400
1064,255893,1510905600
1065,265170,1510916400
1066,264199,1510923600
1067,268612,1510930800
1068,289240,1510941600
1069,297765,1510945200
1070,317709,1510952400
1071,325854,1510956000
1072,344328,1510963200
1073,349873,1510966800
1074,363224,1510974000
1075,368474,1510977600
1076,379910,1510988400
1077,385350,1510992000
1078,392538,1510999200
1079,394604,1511002800
1080,399004,1511013600
1081,414743,1511024400
1082,422283,1511031600
1083,438271,1511035200
1084,445173,1511042400
1085,459337,1511049600
1086,476033,1511056800
1087,480709,1511064000
1088,491117,1511071200
1089,494077,1511074800
1090,496535,1511092800
1091,494390,1511100000
1092,494804,1511103600
1093,503595,1511114400
1094,519934,1511125200
1095,67959,1511139600
1096,82384,1511146800
1097,91455,1511150400
1098,108582,1511157600
1099,116019,1511161200
1100,127555,1511164800
1101,131288,1511172000
1102,135758,1511175600
1103,146227,1511190000
1104,153297,1511193600
1105,177979,1511200800
1106,192563,1511204400
1107,221647,1511211600
1108,235333,1511215200
1109,260669,1511222400
1110,272760,1511226000
1111,293117,1511236800
1112,303244,1511240400
1113,321008,1511244000
1114,328021,1511247600
1115,334330,1511262000
1116,331152,1511269200
1117,332887,1511272800
1118,333702,1511280000
1119,351367,1511290800
1120,366995,1511298000
1121,371985,1511301600
1122,385163,1511308800
1123,389759,1511316000
1124,399244,1511319600
1125,402913,1511326800
1126,415532,1511334000
1127,417438,1511337600
1128,419423,1511344800
1129,419024,1511352000
1130,417343,1511355600
1131,420010,1511362800
1132,421820,1511370000
1133,434334,1511373600
1134,441672,1511380800
1135,457075,1511384400
1136,464079,1511388000
1137,478741,1511395200
1138,484445,1511398800
1139,501167,1511409600
1140,519566,1511424000
1141,518579,1511445600
1142,525869,1511456400
1143,529062,1511467200
1144,545211,1511481600
1145,546257,1511488800
1146,562566,1511499600
1147,564196,1511510400
1148,566482,1511528400
1149,566798,1511535600
1150,580840,1511546400
1151,605011,1511557200
1152,634688,1511571600
1153,648098,1511578800
1154,665431,1511589600
1155,669226,1511607600
1156,665010,1511618400
1157,664130,1511629200
1158,672446,1511640000
1159,683738,1511650800
1160,701856,1511661600
1161,704320,1511672400
1162,718249,1511683200
1163,717395,1511697600
1164,715405,1511712000
1165,719905,1511719200
1166,145558,1511730000
1167,165096,1511733600
1168,200314,1511740800
1169,218756,1511744400
1170,251874,1511755200
1171,269667,1511758800
1172,300655,1511762400
1173,312977,1511766000
1174,327885,1511769600
1175,338826,1511787600
1176,352468,1511794800
1177,362315,1511798400
1178,391662,1511805600
1179,408678,1511809200
1180,441726,1511812800
1181,458275,1511820000
1182,488937,1511827200
1183,501270,1511830800
1184,527464,1511834400
1185,541437,1511841600
1186,571744,1511845200
1187,582163,1511852400
1188,593638,1511856000
1189,594334,1511866800
1190,595371,1511870400
1191,594468,1511874000
1192,596668,1511881200
1193,598558,1511884800
1194,610848,1511892000
1195,617241,1511895600
1196,633038,1511902800
1197,655706,1511913600
1198,661525,1511917200
1199,674466,1511924400
1200,680432,1511928000
1201,694545,1511935200
1202,699271,1511942400
1203,706522,1511953200
1204,708283,1511956800
1205,708343,1511964000
1206,711467,1511967600
1207,714052,1511971200
1208,725285,1511974800
1209,730687,1511982000
1210,743849,1511989200
1211,748049,1511992800
1212,759468,1512003600
1213,772149,1512014400
1214,779953,1512025200
1215,774660,1512039600
1216,769977,1512050400
